,Bush,Kerr,Nade,Chen,Edwa,LBus,HCli,BCli,Powe,Ashc,McCa,DemP,RepP
3689,0,85,50,60,40,50,70,40,60,30,50,40,15
3690,15,85,50,0,85,40,85,100,50,30,60,85,40
3691,50,50,60,50,50,60,70,60,70,50,50,60,40
3692,50,70,30,35,50,70,55,35,75,45,60,70,40
3693,50,70,50,50,70,50,50,70,50,50,60,50,70
3694,15,70,50,50,50,60,70,70,60,50,50,70,30
3695,0,50,15,40,40,50,85,100,70,50,50,85,0
3696,0,100,50,0,100,85,60,100,50,40,60,100,50
3697,100,0,50,100,15,100,0,0,85,70,85,0,100
3698,15,50,0,85,15,50,70,50,85,50,70,85,30
3699,40,60,50,60,40,30,50,60,70,50,50,60,40
3700,100,0,40,100,0,100,0,0,100,50,70,0,100
3701,50,85,70,0,85,15,15,0,100,30,60,100,0
3702,0,60,70,50,50,50,70,85,30,30,30,50,50
3703,30,70,40,70,60,60,70,70,85,60,50,60,50
3704,15,70,60,0,60,50,70,60,70,70,30,70,15
3705,100,40,50,70,60,100,0,0,85,70,60,40,85
3706,85,50,85,60,60,100,30,30,100,70,85,40,60
3707,60,85,50,70,85,50,50,30,70,70,100,85,40
3708,100,60,70,85,60,100,15,30,100,60,85,40,85
3709,85,40,70,70,50,85,60,60,85,60,100,60,70
3710,15,70,50,50,15,40,85,100,70,50,50,100,50
3711,50,60,30,30,50,50,50,85,50,15,50,50,40
3712,85,0,60,60,15,100,0,0,85,70,30,40,70
3713,30,70,50,15,70,40,60,85,30,40,60,85,40
3714,85,60,50,70,60,85,30,40,100,70,100,55,60
3715,85,50,85,100,70,100,40,60,70,60,40,60,70
3716,85,15,50,70,15,100,15,15,60,70,60,15,70
3717,0,85,15,0,85,15,85,100,60,0,60,70,15
3718,30,85,50,15,100,50,85,85,85,50,60,100,40
3719,100,0,15,100,0,100,0,0,60,85,40,0,100
3720,100,50,77,70,50,100,70,70,100,70,50,70,85
3721,0,60,0,0,30,70,50,0,40,15,60,60,50
3722,100,15,70,100,40,85,40,60,85,100,70,60,85
3723,50,100,50,50,100,70,70,85,70,50,70,100,50
3724,100,15,15,85,40,100,50,30,85,70,30,0,100
3725,60,85,60,0,50,85,85,85,85,85,60,70,50
3726,85,30,50,60,30,85,15,30,85,50,50,50,85
3727,15,85,30,0,100,50,85,70,60,15,60,80,30
3728,60,60,15,50,15,40,60,80,60,50,50,60,60
3729,0,85,50,0,70,15,50,85,30,0,85,50,30
3730,85,15,50,70,0,85,0,0,70,0,50,50,70
3731,15,70,50,40,50,50,50,50,70,65,50,50,50
3732,100,0,60,85,0,85,15,15,60,85,50,0,100
3733,0,70,70,0,70,15,50,85,30,40,0,40,40
3734,40,40,50,0,50,50,60,40,100,40,0,0,0
3735,85,60,50,70,30,70,80,90,85,70,85,60,70
3736,0,60,85,0,60,15,85,100,40,50,60,70,15
3737,50,50,50,50,50,50,70,85,50,50,50,70,50
3738,0,70,85,0,60,50,50,50,30,0,50,40,0
3739,70,15,50,60,0,100,15,40,85,70,70,30,60
3740,100,40,50,60,60,100,0,0,100,40,100,50,100
3741,0,70,0,0,85,0,85,85,15,0,30,60,15
3742,100,0,15,85,0,100,0,0,85,60,70,0,100
3743,85,50,30,70,40,100,60,70,100,70,85,0,85
3744,0,85,0,0,100,40,100,100,60,0,70,100,0
3745,85,50,60,60,70,85,0,30,100,40,85,30,70
3746,85,30,60,70,70,70,15,50,85,60,70,40,70
3747,85,0,15,70,0,100,0,0,85,85,50,0,85
3748,60,70,85,60,85,60,70,50,85,60,85,85,60
3749,50,70,50,30,85,60,50,60,60,50,60,70,50
3750,60,70,70,70,70,60,70,60,85,50,50,50,50
3751,70,60,50,40,70,70,70,85,70,85,70,70,85
3752,100,0,0,85,0,100,0,0,85,85,85,0,100
3753,100,15,50,70,30,100,30,0,50,50,70,15,100
3754,85,30,50,60,40,100,40,0,85,40,85,40,70
3755,85,30,15,90,40,70,15,75,80,90,80,35,65
3756,100,0,50,50,50,85,40,0,60,50,50,40,85
3757,0,85,30,0,100,0,100,100,50,0,60,85,0
3758,30,85,50,40,70,40,85,100,70,30,70,85,30
3759,70,40,50,50,40,70,40,15,85,60,40,30,60
3760,15,85,0,0,70,15,85,60,50,0,60,60,30
3761,70,60,50,0,60,100,40,85,100,0,85,70,40
3762,85,15,50,60,40,100,60,15,85,50,60,15,70
3763,100,30,2,100,10,100,50,5,100,50,25,30,50
3764,40,70,0,40,100,85,100,85,30,70,60,70,60
3765,85,70,50,70,70,70,85,100,100,100,70,100,70
3766,30,85,60,0,70,70,70,85,85,30,60,70,40
3767,70,60,30,30,70,85,60,85,85,60,50,60,60
3768,15,85,60,30,85,30,85,100,15,50,50,60,50
3769,15,15,40,0,30,50,40,50,60,0,60,30,4
3770,85,50,70,85,70,85,85,100,85,70,70,70,50
3771,85,15,50,100,15,85,0,0,100,15,85,40,70
3772,50,70,0,50,70,70,70,70,70,70,70,70,50
3773,85,15,15,60,0,85,0,30,100,40,85,30,70
3774,40,60,100,30,60,60,100,85,100,40,60,100,50
3775,40,60,50,50,50,50,60,70,70,60,50,70,60
3776,0,85,50,40,85,50,70,100,30,50,50,85,0
3777,70,30,50,70,50,50,50,40,50,50,50,50,50
3778,0,70,40,40,85,30,100,100,70,50,15,70,30
3779,50,100,0,50,100,70,100,100,85,30,50,100,40
3780,85,0,50,85,15,100,0,40,60,65,60,0,70
3781,90,15,15,85,15,50,30,30,85,70,15,15,90
3782,95,40,50,60,55,90,15,50,85,70,55,50,85
3783,100,0,15,100,15,100,15,0,70,85,60,30,70
3784,40,60,50,40,50,50,50,60,40,40,70,60,40
3785,60,60,50,70,60,50,50,50,50,50,60,50,70
3786,30,60,15,50,70,85,85,100,40,50,60,85,0
3787,70,70,70,15,50,80,40,60,90,40,80,65,50
3788,50,85,50,50,85,50,70,100,40,50,50,85,70
3789,60,85,30,85,85,100,100,100,70,100,30,100,50
3790,70,50,50,60,40,70,40,30,70,60,60,40,60
3791,70,70,50,50,50,50,60,15,100,50,85,60,50
3792,60,70,50,70,85,85,70,85,85,60,70,70,60
3793,85,40,50,70,30,100,50,70,100,60,70,40,60
3794,60,65,50,50,90,85,40,55,70,50,60,70,60
3795,85,50,50,60,50,85,0,0,85,50,100,60,85
3796,85,60,50,70,50,85,40,60,85,70,60,50,60
3797,60,40,50,50,50,60,15,15,85,30,85,50,60
3798,70,60,15,70,30,50,5,60,75,50,50,40,60
3799,0,70,60,0,85,30,85,85,40,0,85,60,15
3800,30,85,50,40,70,50,70,60,70,50,50,100,15
3801,100,0,0,100,0,100,0,0,60,100,15,40,85
3802,15,85,50,30,70,50,70,100,60,70,70,85,0
3803,40,50,50,40,50,50,60,50,50,30,50,50,40
3804,0,85,15,0,85,50,70,95,40,0,70,70,10
3805,60,70,30,15,70,60,70,85,60,60,30,70,60
3806,15,100,15,0,100,50,85,100,40,0,70,85,15
3807,30,85,15,30,50,60,50,70,85,70,85,70,30
3808,0,85,60,0,100,50,85,100,50,0,70,85,0
3809,85,30,50,85,40,100,15,15,10,100,70,40,85
3810,85,40,50,60,60,85,30,40,85,70,70,30,70
3811,60,85,15,30,70,85,70,70,70,50,85,85,50
3812,40,60,50,30,50,50,60,70,70,30,85,60,60
3813,85,15,50,60,15,70,0,15,60,50,60,40,70
3814,100,15,60,70,15,85,0,0,85,85,85,15,85
3815,30,60,50,30,50,50,70,70,70,60,60,50,50
3816,85,40,30,85,50,70,15,30,100,70,100,30,70
3817,60,70,60,0,85,85,100,100,50,30,85,85,30
3818,50,60,50,40,60,50,60,60,50,50,40,60,50
3819,85,30,0,50,70,85,30,50,100,40,70,50,50
3820,100,40,50,70,50,85,30,15,70,50,50,40,85
3821,15,70,50,15,70,50,70,60,40,40,60,85,30
3822,30,60,30,50,50,40,40,50,60,50,50,60,40
3823,100,0,0,85,0,100,0,0,100,100,50,50,90
3824,50,50,50,50,50,50,60,60,50,50,50,50,50
3825,0,70,50,0,85,100,60,60,40,15,100,85,15
3826,0,85,50,50,60,60,85,70,70,40,40,100,15
3827,0,85,0,0,85,50,70,100,40,50,60,85,15
3828,100,15,50,85,30,100,0,15,85,85,50,60,85
3829,40,70,0,40,70,50,85,85,60,50,50,85,40
3830,0,70,0,0,85,30,85,100,15,0,70,85,0
3831,15,85,0,0,60,60,50,85,70,30,70,85,50
3832,100,30,50,70,15,100,30,0,100,70,85,15,50
3833,0,85,0,0,85,50,70,75,40,0,40,85,15
3834,0,85,30,0,85,40,100,100,40,15,60,70,15
3835,85,40,70,70,50,100,0,40,85,60,100,50,85
3836,70,60,70,70,70,60,70,70,70,60,60,40,60
3837,70,30,60,85,50,100,85,85,70,50,85,50,85
3838,40,70,70,30,70,60,85,70,85,40,70,70,40
3839,70,50,15,70,50,70,70,85,85,85,70,50,50
3840,40,60,30,30,50,40,50,60,50,15,50,50,40
3841,100,40,30,85,0,100,0,0,70,100,0,40,100
3842,40,60,60,15,70,70,70,70,60,30,70,60,50
3843,0,70,60,50,50,50,85,100,50,50,50,100,0
3844,50,85,50,40,85,60,100,100,50,50,60,70,50
3845,40,60,70,15,40,60,30,60,70,0,85,40,50
3846,0,85,60,0,85,50,85,85,40,15,40,85,15
3847,0,85,100,0,100,100,50,70,50,0,15,40,15
3848,50,85,50,50,70,70,60,60,70,50,60,50,70
3849,30,30,30,30,40,40,0,15,100,40,100,30,60
3850,0,70,50,0,85,0,85,85,60,0,60,70,15
3851,85,60,50,85,60,70,0,30,70,60,85,40,70
3852,30,70,50,60,50,50,50,70,70,50,70,50,50
3853,0,85,30,30,60,50,85,100,30,50,60,70,15
3854,50,50,10,50,60,50,40,50,90,5,95,50,60
3855,70,0,0,70,30,40,0,0,85,60,70,15,85
3856,30,60,60,40,60,50,85,85,60,60,60,50,50
3857,100,15,0,50,30,100,50,60,70,60,85,15,85
3858,85,40,50,70,50,50,85,85,70,50,50,40,60
3859,0,15,0,0,0,0,15,100,0,0,0,0,0
3860,15,60,60,40,50,40,40,70,60,40,50,60,15
3861,50,100,50,50,100,70,100,100,50,50,50,100,50
3862,0,100,15,0,85,40,100,100,15,0,85,85,0
3863,0,85,60,15,85,30,85,85,30,50,70,70,30
3864,0,85,85,0,85,50,70,100,30,15,85,70,30
3865,90,10,0,80,50,85,0,0,40,50,90,0,75
3866,50,40,0,70,52,60,50,40,100,50,85,50,60
3867,100,50,50,100,50,100,100,100,100,100,100,85,100
3868,85,0,50,85,0,100,0,0,85,100,70,40,70
3869,50,70,50,40,60,60,70,60,70,50,60,85,40
3870,60,60,50,50,60,60,60,70,40,50,50,60,60
3871,15,60,60,0,70,40,85,85,40,30,60,60,40
3872,30,70,60,50,70,50,85,85,70,70,70,70,40
3873,15,70,50,15,85,60,100,85,40,30,40,85,15
3874,15,40,70,0,60,50,0,50,50,0,70,40,0
3875,70,50,30,85,50,60,15,30,60,60,40,60,70
3876,0,70,0,0,85,0,100,100,40,0,85,60,0
3877,85,15,40,70,85,85,50,50,85,70,85,50,85
3878,85,40,50,70,30,70,15,30,85,60,40,30,85
3879,60,85,50,50,85,70,100,100,85,60,100,70,60
3880,70,30,60,70,60,85,40,30,100,50,70,50,50
3881,0,70,50,0,85,50,85,100,60,40,60,70,40
3882,85,60,50,70,50,70,70,70,70,70,50,30,60
3883,70,60,60,40,60,70,40,40,100,30,70,60,70
3884,100,0,85,50,50,100,0,0,60,85,0,0,85
3885,60,40,50,50,40,60,15,15,70,50,70,50,70
3886,0,50,0,15,50,15,100,100,15,0,0,70,0
3887,100,30,30,85,60,100,30,40,100,50,100,60,85
3888,60,60,50,30,50,85,60,15,85,50,40,60,50
3889,85,15,0,85,40,85,40,30,85,70,85,40,85
3890,30,60,50,30,60,50,50,60,60,40,85,60,60
3891,100,0,0,100,0,100,15,0,100,100,100,50,100
3892,85,50,50,50,50,70,30,50,50,50,50,50,100
3893,85,50,50,85,70,85,85,100,85,50,85,85,70
3894,70,30,30,60,30,50,15,0,85,30,50,50,50
3895,100,0,50,85,15,100,15,0,85,70,70,30,85
3896,15,60,60,0,60,50,40,70,50,15,70,60,30
3897,50,50,50,50,50,50,50,50,50,50,50,50,50
3898,70,40,50,85,40,100,30,70,85,60,60,40,70
3899,60,70,70,60,60,60,60,70,70,50,85,60,60
3900,0,70,40,0,85,50,60,90,60,0,60,70,15
3901,15,70,85,0,70,40,50,70,85,0,40,40,30
3902,100,40,40,85,30,100,30,60,85,70,60,60,85
3903,60,40,70,60,50,60,40,30,60,60,70,30,40
3904,100,0,60,100,0,100,0,50,100,85,100,15,85
3905,100,0,30,70,0,100,0,15,85,70,50,15,85
3906,0,85,30,0,70,15,85,85,60,15,60,100,0
3907,30,30,0,0,40,70,0,40,100,0,70,40,60
3908,85,30,30,60,50,85,0,30,70,50,60,30,70
3909,85,0,40,70,15,100,40,40,70,70,60,40,70
3910,100,0,50,100,0,100,0,0,100,90,70,15,85
3911,65,60,40,55,0,75,60,70,65,60,85,55,65
3912,85,15,15,85,15,100,15,50,100,85,85,30,85
3913,10,25,50,60,60,50,100,100,100,60,50,50,100
3914,40,60,50,40,60,50,50,40,60,40,60,60,40
3915,85,60,70,70,50,85,70,70,85,60,40,70,60
3916,35,50,60,50,60,50,30,40,60,30,50,50,50
3917,70,60,50,70,60,50,100,85,85,50,50,50,50
3918,70,60,50,85,15,60,15,15,85,60,40,50,50
3919,70,15,0,60,15,85,0,0,70,70,85,40,70
3920,0,40,50,50,60,15,85,100,70,60,70,60,30
3921,85,60,50,40,60,50,70,50,60,50,50,30,85
3922,70,70,50,50,70,85,60,40,85,50,50,100,15
3923,0,85,0,0,85,50,100,100,40,0,50,85,0
3924,0,100,60,15,100,40,100,100,40,40,15,100,0
3925,15,85,30,0,70,60,85,85,70,0,70,70,15
3926,100,0,70,70,15,85,15,0,100,85,15,0,70
3927,85,40,85,70,50,90,35,35,90,80,90,70,70
3928,85,40,60,70,50,85,0,15,70,60,70,30,60
3929,70,40,50,70,50,85,30,30,60,40,50,60,70
3930,15,70,0,0,70,60,85,100,60,15,70,70,15
3931,30,85,15,0,85,70,85,100,60,30,70,30,85
3932,50,85,50,50,50,50,50,0,75,50,85,70,50
3933,70,40,15,40,50,85,0,15,85,50,70,40,60
3934,70,50,30,60,70,85,40,30,85,50,50,40,85
3935,100,0,50,50,0,70,0,0,70,50,70,0,70
3936,45,60,15,70,55,50,65,75,90,60,50,70,60
3937,0,90,0,0,100,0,0,90,50,50,0,80,30
3938,0,100,0,0,100,50,100,100,100,50,50,85,70
3939,40,50,50,0,50,60,60,60,40,0,50,40,15
3940,100,40,0,60,30,100,15,15,100,70,70,15,85
3941,40,60,70,30,70,70,85,70,85,40,85,60,30
3942,60,40,15,30,50,70,50,50,60,50,50,50,50
3943,85,40,60,85,50,50,70,85,85,50,50,40,85
3944,70,60,50,50,60,70,70,50,70,50,50,60,70
3945,100,40,50,70,60,85,40,60,85,85,40,50,85
3946,85,15,50,50,70,85,60,85,60,70,70,40,60
3947,15,50,40,40,50,50,100,85,40,50,50,60,40
3948,0,70,60,15,60,15,60,15,15,50,50,60,40
3949,70,40,50,50,85,70,50,15,50,50,50,50,50
3950,85,30,30,60,40,70,15,15,85,50,60,40,60
3951,85,0,15,100,0,100,0,0,70,70,85,0,100
3952,60,85,40,60,85,70,85,70,70,60,50,85,70
3953,0,70,30,0,70,30,40,40,60,0,50,40,0
3954,85,15,50,70,15,100,15,40,50,40,50,40,60
3955,40,50,40,50,50,60,50,50,70,50,50,40,40
3956,70,70,60,0,50,60,70,60,40,50,85,40,40
3957,0,70,85,0,100,60,100,100,70,15,85,60,15
3958,50,50,50,50,50,50,60,60,60,50,50,60,50
3959,50,60,15,50,70,60,80,70,50,50,60,60,40
3960,0,70,10,0,75,40,80,80,50,50,30,80,10
3961,85,15,30,70,50,85,15,0,85,60,70,40,85
3962,55,55,40,30,65,75,35,75,70,40,60,50,50
3963,0,10,60,0,10,1,15,12,3,0,1,10,1
3964,100,15,50,85,0,100,0,50,100,85,100,15,100
3965,85,60,50,70,50,100,85,100,100,85,85,70,85
3966,85,30,50,85,15,100,30,30,85,70,70,30,85
3967,70,85,70,70,70,50,50,50,70,50,50,70,70
3968,85,40,50,85,15,70,30,60,100,50,50,40,70
3969,0,70,50,30,85,50,70,70,50,0,50,60,40
3970,40,60,50,60,60,85,85,85,100,60,85,85,40
3971,30,65,40,60,50,50,45,70,75,60,60,75,60
3972,40,40,40,60,60,60,60,60,85,50,50,40,60
3973,60,30,50,100,60,85,0,100,85,70,50,40,85
3974,15,70,0,0,60,85,60,60,15,30,15,50,50
3975,100,15,50,85,40,100,0,0,85,100,70,40,85
3976,30,100,70,50,85,50,100,100,100,60,70,85,40
3977,85,50,0,85,15,100,40,60,70,70,50,40,70
3978,15,85,50,15,85,50,100,85,70,15,60,60,0
3979,85,30,85,85,70,50,70,60,85,70,90,50,50
3980,85,15,30,60,40,60,50,40,70,60,70,30,100
3981,40,50,50,70,70,85,30,0,85,50,60,60,70
3982,30,50,15,30,50,70,60,70,60,15,70,40,40
3983,0,50,0,0,70,15,60,60,50,0,60,60,15
3984,70,15,15,40,40,70,15,15,85,60,50,15,70
3985,85,15,50,85,40,100,0,0,85,50,70,30,85
3986,85,40,0,70,40,85,85,85,100,60,85,50,50
3987,100,0,50,85,0,100,0,0,85,100,50,30,85
3988,85,15,40,70,50,70,30,15,70,60,70,30,60
3989,50,70,85,60,100,70,100,100,85,30,50,70,50
3990,30,70,15,15,60,85,70,85,70,60,60,50,30
3991,100,0,0,100,0,100,0,0,100,100,85,15,100
3992,60,50,60,50,60,100,85,100,60,60,60,50,50
3993,0,70,60,50,85,50,30,60,100,50,85,40,85
3994,0,60,70,0,40,0,30,30,30,0,60,0,0
3995,90,0,10,90,0,100,0,30,95,95,40,10,80
3996,40,100,0,0,100,85,70,70,100,70,85,70,40
3997,100,60,50,85,60,85,60,60,100,70,100,60,85
3998,15,70,60,15,70,85,70,85,70,30,60,50,30
3999,85,40,30,70,40,100,30,60,85,60,70,30,70
4000,15,15,0,50,50,15,70,70,50,50,30,50,50
4001,50,75,22,21,90,50,80,75,100,80,100,75,50
4002,85,0,40,85,50,85,40,40,100,70,70,50,70
4003,95,5,70,80,30,90,0,20,50,90,90,20,70
4004,100,25,50,90,50,100,25,25,100,75,100,25,90
4005,100,40,0,50,30,85,70,50,100,50,50,50,100
4006,10,60,60,30,70,50,90,80,50,10,60,50,10
4007,85,85,70,85,85,70,70,85,85,60,70,85,85
4008,15,15,0,15,0,30,15,15,50,15,50,15,15
4009,70,50,50,60,70,85,70,60,70,60,70,60,70
4010,15,85,50,0,60,85,60,70,85,60,50,85,40
4011,85,40,50,70,40,85,60,50,70,60,60,60,70
4012,50,60,0,60,70,15,85,100,85,60,60,70,50
4013,100,30,50,85,30,100,30,40,85,70,85,40,85
4014,100,40,50,85,40,100,15,15,85,85,85,15,100
4015,85,50,60,60,50,85,30,60,100,50,50,60,85
4016,0,85,50,15,70,70,50,50,85,50,50,60,70
4017,70,60,15,40,60,75,60,70,85,50,85,70,70
4018,0,85,40,0,100,85,100,100,40,0,50,85,0
4019,40,85,60,30,85,100,70,100,85,40,85,70,30
4020,70,30,0,70,0,100,85,50,85,0,60,60,60
4021,100,40,60,100,40,100,40,40,100,100,100,0,100
4022,100,40,60,85,30,100,0,60,100,85,85,40,85
4023,85,30,30,85,15,70,30,30,85,70,50,50,85
4024,100,0,15,100,15,100,0,15,85,85,70,15,85
4025,70,30,15,40,50,85,30,60,85,30,85,40,60
4026,100,70,70,70,60,85,70,85,85,60,50,70,85
4027,15,85,50,0,85,0,70,70,30,50,60,70,0
4028,85,30,50,85,30,85,0,30,60,60,70,40,60
4029,85,0,50,70,30,85,15,0,100,60,100,0,100
4030,100,0,0,100,0,100,0,0,85,100,50,0,100
4031,100,0,50,100,15,100,0,0,100,85,60,15,100
4032,100,0,50,85,50,85,0,40,85,50,60,30,100
4033,50,50,50,50,50,50,50,50,50,50,50,50,50
4034,85,50,40,50,60,100,30,70,100,70,70,40,60
4035,100,0,0,85,0,100,50,50,85,85,85,15,85
4036,0,60,15,0,100,70,100,70,70,0,50,70,30
4037,85,30,50,0,60,100,15,1,85,60,70,40,85
4038,40,60,50,0,100,70,0,6,70,50,100,60,40
4039,15,65,65,15,70,40,100,85,40,0,50,60,20
4040,85,30,60,100,85,100,70,85,100,85,70,70,70
4041,100,0,60,85,0,100,50,0,100,50,50,0,100
4042,100,40,15,85,40,100,40,40,100,100,70,40,60
4043,0,85,50,0,85,40,100,85,50,50,85,70,0
4044,85,40,50,70,51,70,4,60,80,75,60,49,80
4045,85,15,50,70,60,85,0,0,85,60,60,40,70
4046,30,60,0,15,70,40,85,70,60,0,60,70,30
4047,0,85,0,50,85,0,100,100,50,50,60,100,30
4048,85,70,60,70,50,85,85,50,60,60,60,70,60
4049,15,85,30,70,50,85,100,100,100,50,60,100,15
4050,70,30,50,60,30,85,0,0,85,50,50,0,85
4051,100,15,50,70,30,70,15,15,100,70,85,40,85
4052,0,85,60,15,60,30,85,100,85,50,50,70,30
4053,70,15,15,0,40,50,70,40,0,60,50,70,50
4054,0,85,50,15,85,70,70,70,85,30,85,85,30
4055,90,0,0,70,0,95,0,0,85,90,75,50,50
4056,100,60,50,0,70,100,85,100,85,70,85,60,70
4057,0,85,30,0,70,50,70,85,60,0,50,85,15
4058,100,50,50,100,60,100,40,50,100,85,70,70,85
4059,50,70,0,15,60,60,70,100,70,50,60,70,50
4060,50,100,85,70,100,85,100,100,85,0,100,85,40
4061,100,15,40,100,0,100,0,0,100,85,100,15,85
4062,100,15,15,70,15,50,0,0,50,85,40,15,70
4063,0,85,50,0,70,100,85,95,70,15,70,85,60
4064,85,0,15,85,15,100,0,0,60,50,50,0,85
4065,60,85,50,60,85,70,100,100,50,50,50,60,85
4066,30,85,60,40,70,50,30,70,85,50,60,50,30
4067,0,60,0,0,85,50,85,100,60,0,60,85,15
4068,30,70,15,15,85,60,100,85,60,50,50,85,60
4069,15,85,50,50,50,50,60,50,50,55,50,85,15
4070,100,30,0,100,40,100,0,60,100,60,70,30,100
4071,85,30,50,70,30,70,0,0,70,60,40,30,70
4072,60,40,60,50,50,50,70,70,60,40,70,60,60
4073,85,0,40,70,40,85,30,40,85,60,85,0,70
4074,0,85,20,0,85,15,85,100,25,10,0,95,0
4075,70,60,50,60,50,50,85,70,50,50,60,50,50
4076,85,40,60,60,50,85,70,70,70,60,50,40,85
4077,85,50,0,85,50,85,70,70,70,70,70,60,85
4078,15,50,50,30,50,40,70,70,50,50,40,60,40
4079,15,70,85,0,70,0,50,60,100,0,100,60,50
4080,15,50,50,40,60,50,70,85,60,50,60,60,50
4081,85,60,60,85,40,85,50,30,85,70,50,40,70
4082,100,50,50,70,100,100,100,100,100,70,60,100,100
4083,90,0,70,80,40,70,50,80,90,60,90,60,80
4084,70,70,50,50,85,100,70,70,85,50,60,85,40
4085,85,30,0,70,30,85,0,30,85,60,70,15,70
4086,15,60,30,0,85,40,70,70,40,15,70,70,30
4087,85,15,30,70,15,85,15,30,70,60,60,30,70
4088,40,50,50,40,50,50,50,70,50,30,50,50,50
4089,60,50,50,60,70,85,40,40,70,50,50,50,50
4090,50,60,30,15,70,70,85,85,60,50,70,60,30
4091,15,85,60,30,70,100,60,85,100,15,100,70,15
4092,85,50,60,85,50,85,50,40,85,85,70,50,70
4093,70,40,50,30,50,50,15,0,40,50,50,30,70
4094,85,40,50,70,60,100,15,30,100,30,100,40,60
4095,85,100,70,70,85,70,70,70,85,60,70,100,100
4096,40,60,50,30,50,60,0,60,60,50,85,60,40
4097,0,100,15,0,100,60,90,100,80,30,50,85,20
4098,15,70,85,0,85,15,70,85,30,0,60,70,15
4099,100,40,50,70,60,70,50,15,40,60,40,60,85
4100,85,50,50,85,50,50,40,40,50,50,50,40,85
4101,100,15,30,60,50,100,0,0,85,100,50,0,70
4102,15,60,30,0,60,60,85,85,85,15,85,60,40
4103,70,50,50,60,50,70,60,40,85,40,50,50,85
4104,70,50,50,60,50,60,50,60,60,50,60,50,60
4105,40,70,50,40,70,40,70,70,50,40,40,85,40
4106,70,0,15,60,50,70,60,60,85,15,50,50,70
4107,85,15,50,60,50,100,0,60,85,60,70,15,85
4108,50,85,15,30,85,70,70,60,60,30,30,70,40
4109,0,85,60,0,70,40,85,85,60,0,60,85,0
4110,60,50,60,40,70,70,85,85,85,30,85,60,60
4111,40,60,50,30,85,60,70,85,60,30,70,60,30
4112,60,50,50,60,50,60,40,60,50,50,50,85,15
4113,85,50,50,60,60,70,0,0,60,70,50,60,70
4114,75,25,30,50,10,85,10,20,75,50,85,50,60
4115,0,85,85,0,100,70,15,85,30,50,0,100,0
4116,100,40,50,85,60,100,0,0,85,85,70,40,85
4117,15,70,50,15,70,50,70,85,30,15,50,60,15
4118,70,60,50,70,70,60,30,30,100,40,50,60,70
4119,0,85,15,0,100,50,60,100,60,0,60,100,40
4120,50,60,50,0,60,50,70,70,30,30,50,60,50
4121,40,70,60,60,50,50,0,30,85,50,50,70,40
4122,40,70,60,15,85,85,70,70,85,30,85,60,30
4123,100,30,70,60,40,100,0,0,100,50,70,50,85
4124,60,50,30,40,50,50,50,60,70,40,50,50,50
4125,70,40,40,60,40,70,60,70,85,60,50,70,60
4126,100,15,40,70,50,50,0,0,60,50,70,60,100
4127,85,30,15,70,40,85,0,30,60,70,60,30,60
4128,100,30,30,70,15,100,30,60,60,70,60,15,100
4129,100,15,0,60,0,70,20,30,85,50,70,30,90
4130,70,40,30,85,70,70,50,50,85,85,85,60,85
4131,40,85,30,30,85,30,85,100,70,15,70,85,60
4132,85,15,15,85,15,85,0,0,100,70,60,0,100
4133,60,85,50,30,70,50,70,85,70,40,40,60,40
4134,60,60,50,60,70,85,50,0,85,50,50,60,60
4135,30,70,50,50,60,30,70,40,60,50,50,70,30
4136,70,60,70,50,50,60,40,50,70,50,60,60,60
4137,40,85,15,70,50,60,85,60,85,50,50,85,0
4138,70,70,50,70,60,70,70,60,60,50,60,70,70
4139,100,30,15,85,30,85,15,15,85,70,60,30,85
4140,100,0,70,85,15,100,0,15,85,85,85,30,85
4141,40,100,50,15,85,60,100,100,100,60,100,100,50
4142,30,40,30,40,50,60,85,70,70,30,60,40,30
4143,100,60,50,70,60,50,50,30,85,50,85,60,85
4144,85,15,0,85,30,100,0,30,85,60,40,15,60
4145,15,100,50,15,100,0,60,85,50,0,60,85,15
4146,70,40,15,70,50,70,40,70,70,60,70,70,60
4147,0,40,40,15,60,70,30,60,70,0,100,30,30
4148,15,70,0,0,60,70,100,85,70,15,85,60,30
4149,70,70,60,60,70,60,70,70,70,60,60,60,60
4150,100,0,50,85,15,85,0,15,85,70,30,15,85
4151,0,100,0,0,100,70,100,100,60,50,60,100,0
4152,70,60,0,70,85,85,15,30,70,50,70,30,60
4153,100,30,60,80,5,70,5,0,95,75,90,3,90
4154,40,60,50,50,50,50,70,85,60,50,50,85,40
4155,85,50,50,70,40,100,40,15,85,60,70,40,70
4156,0,70,85,0,70,40,40,85,40,0,70,70,15
4157,100,30,50,60,40,100,0,0,100,50,50,15,85
4158,70,50,60,40,30,60,30,30,70,50,60,40,60
4159,0,70,60,0,70,50,70,60,15,15,15,60,15
4160,85,15,0,100,60,100,85,50,100,70,70,30,70
4161,15,85,0,40,100,85,85,100,70,50,60,100,50
4162,60,30,50,60,30,70,15,60,60,40,50,50,50
4163,30,40,0,60,60,50,40,60,70,15,50,40,30
4164,60,70,40,40,70,50,50,85,60,50,70,60,50
4165,0,70,0,0,80,40,80,70,50,0,80,85,0
4166,60,40,50,50,50,60,40,40,60,30,40,30,40
4167,50,50,75,25,100,100,75,100,75,50,100,75,25
4168,5,75,0,5,50,5,50,85,5,0,50,85,5
